Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,sqf,mthly rent,Restaurant Type.1,Location Type,Restaurant Status
2611,2,3,13,1,7,2018,5239,28682,38923,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2518843,1255245,1163922,154264,12717,3769,64846,2,1,0
2612,2,4,15,22,4,2020,2704,15577,22225,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2518880,2541593,783688,515192,38932,7298,17630,2,2,1
2613,2,4,15,22,4,2020,2704,12643,19291,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519038,2551221,780754,509487,35998,3459,17788,2,2,1
2614,2,4,15,22,4,2020,2704,10960,17608,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519043,2523940,779071,505944,34315,6029,17793,2,2,1
2615,2,3,13,1,7,2018,5239,29152,39393,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519250,1219329,1164392,157890,13187,5517,65253,2,1,0
2616,2,4,15,22,4,2020,2704,12163,18811,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519418,2518679,780274,511749,35518,4185,18168,2,2,1
2617,2,3,13,1,7,2018,5239,26815,37056,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519453,1242993,1162055,152792,10850,8033,65456,2,1,0
2618,2,4,15,22,4,2020,2704,11065,17713,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519486,2563075,779176,507363,34420,5530,18236,2,2,1
2619,2,4,15,22,4,2020,2704,13306,19954,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519512,2563000,781417,508904,36661,2074,18262,2,2,1
2620,2,3,13,1,7,2018,5239,29527,39768,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519568,1242924,1164767,155512,13562,4922,65571,2,1,0
2621,2,3,13,1,7,2018,5239,25084,35325,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2519659,1214394,1160324,154804,9119,5919,65662,2,1,0
2622,2,4,15,22,4,2020,2704,16037,22685,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520128,2558589,784148,512685,39392,4281,18878,2,2,1
2623,2,3,13,1,7,2018,5239,27649,37890,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520289,1228270,1162889,156503,11684,3540,66292,2,1,0
2624,2,4,15,22,4,2020,2704,15283,21931,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520319,2571529,783394,510332,38638,3892,19069,2,2,1
2625,2,4,15,22,4,2020,2704,15541,22189,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520320,2548402,783652,513057,38896,6537,19070,2,2,1
2626,2,4,15,22,4,2020,2704,11714,18362,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520522,2546966,779825,509877,35069,2829,19272,2,2,1
2627,2,4,15,22,4,2020,2704,10983,17631,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520583,2550217,779094,509066,34338,2398,19333,2,2,1
2628,2,4,15,22,4,2020,2704,15298,21946,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520720,2520567,783409,515062,38653,2601,19470,2,2,1
2629,2,4,15,22,4,2020,2704,13880,20528,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520732,2523587,781991,513560,37235,6035,19482,2,2,1
2630,2,3,13,1,7,2018,5239,25908,36149,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520767,1248067,1161148,150281,9943,5964,66770,2,1,0
2631,2,4,15,22,4,2020,2704,13875,20523,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520972,2543416,781986,510771,37230,4454,19722,2,2,1
2632,2,4,15,22,4,2020,2704,12670,19318,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2520992,2552251,780781,512240,36025,3149,19742,2,2,1
2633,2,4,15,22,4,2020,2704,12149,18797,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2521249,2541865,780260,507154,35504,6503,19999,2,2,1
2634,2,4,15,22,4,2020,2704,13997,20645,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2521492,2549891,782108,510496,37352,4710,20242,2,2,1
2635,2,4,15,22,4,2020,2704,16328,22976,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2521706,2548649,784439,510761,39683,4069,20456,2,2,1
2636,2,4,15,22,4,2020,2704,13129,19777,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2521731,2525554,781240,511683,36484,7220,20481,2,2,1
2637,2,3,13,1,7,2018,5239,27506,37747,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2521934,1256396,1162746,155658,11541,5379,67937,2,1,0
2638,2,3,13,1,7,2018,5239,24415,34656,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2522004,1263846,1159655,151744,8450,6049,68007,2,1,0
2639,2,3,13,1,7,2018,5239,29185,39426,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2522171,1243640,1164425,156581,13220,6155,68174,2,1,0
2640,2,3,13,1,7,2018,5239,27619,37860,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2522226,1245872,1162859,157260,11654,7577,68229,2,1,0
2641,2,3,13,1,7,2018,5239,27560,37801,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2522246,1233008,1162800,154030,11595,3994,68249,2,1,0
2642,2,3,13,1,7,2018,5239,24910,35151,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2522316,1247373,1160150,149857,8945,6997,68319,2,1,0
2643,2,3,13,1,7,2018,5239,27142,37383,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2522595,1219650,1162382,155331,11177,4148,68598,2,1,0
2644,2,3,13,1,7,2018,5239,26867,37108,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2522751,1262636,1162107,154590,10902,3947,68754,2,1,0
2645,2,3,13,1,7,2018,5239,29029,39270,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2522893,1253519,1164269,158301,13064,3427,68896,2,1,0
2646,2,3,13,1,7,2018,5239,28383,38624,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2523601,1221185,1163623,158001,12418,6480,69604,2,1,0
2647,2,3,13,1,7,2018,5239,27387,37628,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2523701,1208445,1162627,152252,11422,7794,69704,2,1,0
2648,2,3,13,1,7,2018,5239,29248,39489,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2523719,1262402,1164488,157552,13283,4386,69722,2,1,0
2649,2,3,13,1,7,2018,5239,27340,37581,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2523779,1251119,1162580,154613,11375,5860,69782,2,1,0
2650,2,3,13,1,7,2018,5239,28538,38779,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2523832,1250387,1163778,156282,12573,5947,69835,2,1,0
2651,5,2,5,1,9,2018,2490,19299,26693,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2642227,1643817,784326,1041683,97538,5679,60159,5,3,1
2652,5,2,5,1,9,2018,2490,14697,22091,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2642319,1664806,779724,1034442,92936,1715,60251,5,3,1
2653,5,2,5,1,9,2018,2490,18719,26113,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2642552,1653560,783746,1040719,96958,1417,60484,5,3,1
2654,5,2,5,1,9,2018,2490,17355,24749,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2642564,1633673,782382,1038994,95594,2794,60496,5,3,1
2655,5,2,5,1,9,2018,2490,19107,26501,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2643073,1639390,784134,1041836,97346,3794,61005,5,3,1
2656,5,2,5,1,9,2018,2490,16197,23591,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2643822,1620486,781224,1039579,94436,5585,61754,5,3,1
2657,5,2,5,1,9,2018,2490,17415,24809,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2644007,1653391,782442,1042122,95654,1366,61939,5,3,1
2658,5,2,5,1,9,2018,2490,17178,24572,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2644242,1637794,782205,1036369,95417,2297,62174,5,3,1
2659,5,2,5,1,9,2018,2490,17357,24751,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2644290,1651865,782384,1040162,95596,5911,62222,5,3,1
2660,5,2,5,1,9,2018,2490,18456,25850,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2644489,1630327,783483,1040376,96695,3727,62421,5,3,1
2661,5,2,5,1,9,2018,2490,15372,22766,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2644703,1628659,780399,1036866,93611,1525,62635,5,3,1
2662,5,2,5,1,9,2018,2490,16034,23428,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2644732,1624487,781061,1039354,94273,1785,62664,5,3,1
2663,5,2,5,1,9,2018,2490,16318,23712,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2644752,1627912,781345,1037853,94557,3245,62684,5,3,1
2664,5,2,5,1,9,2018,2490,18671,26065,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2645101,1653175,783698,1041526,96910,1582,63033,5,3,1
2665,5,2,5,1,9,2018,2490,17458,24852,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2645277,1616384,782485,1041867,95697,2764,63209,5,3,1
2666,5,2,5,1,9,2018,2490,15296,22690,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2645456,1624931,780323,1037721,93535,1480,63388,5,3,1
2667,5,2,5,1,9,2018,2490,15123,22517,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2645605,1626146,780150,1040071,93362,4979,63537,5,3,1
2668,5,2,5,1,9,2018,2490,15038,22432,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2645653,1642905,780065,1034417,93277,4180,63585,5,3,1
2669,5,2,5,1,9,2018,2490,18757,26151,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2646093,1629327,783784,1041859,96996,4112,64025,5,3,1
2670,5,2,5,1,9,2018,2490,16797,24191,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2646187,1637796,781824,1037018,95036,5360,64119,5,3,1
2671,5,2,5,1,9,2018,2490,18406,25800,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2646484,1629466,783433,1043035,96645,2570,64416,5,3,1
2672,5,2,5,1,9,2018,2490,19266,26660,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2647264,1622492,784293,1038646,97505,6049,65196,5,3,1
2673,5,2,5,1,9,2018,2490,14195,21589,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2647924,1639457,779222,1036761,92434,3647,65856,5,3,1
2674,5,2,5,1,9,2018,2490,18341,25735,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2647947,1662544,783368,1041638,96580,1766,65879,5,3,1
2675,5,2,5,1,9,2018,2490,16486,23880,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2648351,1655371,781513,1035895,94725,3025,66283,5,3,1
2676,5,2,5,1,9,2018,2490,14213,21607,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2648432,1649998,779240,1034869,92452,3508,66364,5,3,1
2677,5,2,5,1,9,2018,2490,14168,21562,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2648452,1635540,779195,1033439,92407,2510,66384,5,3,1
2678,5,2,5,1,9,2018,2490,14948,22342,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2648685,1660092,779975,1036715,93187,5270,66617,5,3,1
2679,5,2,5,1,9,2018,2490,15035,22429,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2648942,1628838,780062,1034560,93274,2838,66874,5,3,1
2680,5,2,5,1,9,2018,2490,14605,21999,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2649048,1641718,779632,1034463,92844,4849,66980,5,3,1
2681,5,2,5,1,9,2018,2490,15895,23289,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2649095,1642902,780922,1039519,94134,5970,67027,5,3,1
2682,5,2,5,1,9,2018,2490,16024,23418,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2649115,1667218,781051,1036641,94263,5658,67047,5,3,1
2683,5,2,5,1,9,2018,2490,17934,25328,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2649164,1639053,782961,1037260,96173,3848,67096,5,3,1
2684,5,2,5,1,9,2018,2490,19051,26445,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2649201,1613181,784078,1039343,97290,5850,67133,5,3,1
2685,5,2,5,1,9,2018,2490,14524,21918,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2649361,1619623,779551,1036842,92763,799,67293,5,3,1
2686,5,2,5,1,9,2018,2490,14968,22362,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2649754,1639066,779995,1034313,93207,5774,67686,5,3,1
2687,5,2,5,1,9,2018,2490,14209,21603,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2650104,1664923,779236,1033636,92448,5409,68036,5,3,1
2688,5,2,5,1,9,2018,2490,17947,25341,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2650447,1649779,782974,1041292,96186,5002,68379,5,3,1
2689,5,2,5,1,9,2018,2490,17387,24781,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2650488,1614779,782414,1038576,95626,614,68420,5,3,1
2690,5,2,5,1,9,2018,2490,15884,23278,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2650617,1662284,780911,1035935,94123,883,68549,5,3,1
2691,5,2,5,1,9,2018,2490,19164,26558,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2650753,1644547,784191,1041014,97403,4964,68685,5,3,1
2692,5,2,5,1,9,2018,2490,14450,21844,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2650789,1642112,779477,1033800,92689,5264,68721,5,3,1
2693,5,2,5,1,9,2018,2490,19557,26951,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2650826,1654112,784584,1040582,97796,3798,68758,5,3,1
2694,5,2,5,1,9,2018,2490,19544,26938,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2651033,1658211,784571,1040583,97783,3333,68965,5,3,1
2695,5,2,5,1,9,2018,2490,14705,22099,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2651155,1647533,779732,1035439,92944,3227,69087,5,3,1
2696,5,2,5,1,9,2018,2490,14601,21995,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2651178,1634174,779628,1038348,92840,3277,69110,5,3,1
2697,5,2,5,1,9,2018,2490,18681,26075,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2651243,1642990,783708,1038519,96920,2201,69175,5,3,1
2698,5,2,5,1,9,2018,2490,19344,26738,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2651621,1613015,784371,1042385,97583,1599,69553,5,3,1
2699,5,2,5,1,9,2018,2490,15960,23354,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2651831,1644378,780987,1040880,94199,3517,69763,5,3,1
2700,5,2,5,1,9,2018,2490,16286,23680,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2651961,1641620,781313,1037484,94525,2773,69893,5,3,1
2701,1,2,5,10,5,2020,2490,16621,24015,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2681881,961573,679060,1092931,32675,1851,80205,1,1,1
2702,1,2,5,10,5,2020,2490,19340,26734,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2681980,949907,681779,1095385,35394,5564,80304,1,1,1
2703,1,2,5,10,5,2020,2490,19310,26704,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2682240,930103,681749,1097054,35364,2178,80564,1,1,1
2704,1,2,5,10,5,2020,2490,18361,25755,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2682447,971610,680800,1097986,34415,3259,80771,1,1,1
2705,1,2,5,10,5,2020,2490,18450,25844,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2682498,931928,680889,1096287,34504,5114,80822,1,1,1
2706,1,2,5,10,5,2020,2490,16887,24281,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2682586,950455,679326,1093149,32941,2906,80910,1,1,1
2707,1,2,5,10,5,2020,2490,17544,24938,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2683126,966018,679983,1097485,33598,2289,81450,1,1,1
2708,1,2,5,10,5,2020,2490,17802,25196,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2683358,928424,680241,1097678,33856,516,81682,1,1,1
2709,1,2,5,10,5,2020,2490,14047,21441,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2683490,941823,676486,1094098,30101,3824,81814,1,1,1
2710,1,2,5,10,5,2020,2490,15893,23287,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2683540,975433,678332,1092100,31947,4693,81864,1,1,1
2711,1,2,5,10,5,2020,2490,17857,25251,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2683593,925122,680296,1093420,33911,4029,81917,1,1,1
2712,1,2,5,10,5,2020,2490,14725,22119,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2683743,969434,677164,1092102,30779,4835,82067,1,1,1
2713,1,2,5,10,5,2020,2490,17648,25042,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2683842,918663,680087,1093295,33702,3644,82166,1,1,1
2714,1,2,5,10,5,2020,2490,18360,25754,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2684122,923962,680799,1093872,34414,2283,82446,1,1,1
2715,1,2,5,10,5,2020,2490,16448,23842,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2684544,938896,678887,1094570,32502,4363,82868,1,1,1
2716,1,2,5,10,5,2020,2490,16269,23663,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2684559,948526,678708,1094644,32323,4665,82883,1,1,1
2717,1,2,5,10,5,2020,2490,18628,26022,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2684711,962077,681067,1097783,34682,4449,83035,1,1,1
2718,1,2,5,10,5,2020,2490,16038,23432,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2684774,968009,678477,1093599,32092,5078,83098,1,1,1
2719,1,2,5,10,5,2020,2490,19041,26435,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2685117,972911,681480,1095621,35095,4730,83441,1,1,1
2720,1,2,5,10,5,2020,2490,19254,26648,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2685247,960823,681693,1093818,35308,2901,83571,1,1,1
2721,1,2,5,10,5,2020,2490,13834,21228,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2685504,960928,676273,1091971,29888,5021,83828,1,1,1
2722,1,2,5,10,5,2020,2490,15418,22812,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2685718,972432,677857,1092057,31472,4748,84042,1,1,1
2723,1,2,5,10,5,2020,2490,13852,21246,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2685753,928908,676291,1092539,29906,2430,84077,1,1,1
2724,1,2,5,10,5,2020,2490,18891,26285,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2686329,952881,681330,1096250,34945,1707,84653,1,1,1
2725,1,2,5,10,5,2020,2490,14891,22285,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2686425,960466,677330,1089948,30945,1985,84749,1,1,1
2726,1,2,5,10,5,2020,2490,19081,26475,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2686515,934451,681520,1096313,35135,2604,84839,1,1,1
2727,1,2,5,10,5,2020,2490,14981,22375,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2686648,945767,677420,1090250,31035,1705,84972,1,1,1
2728,1,2,5,10,5,2020,2490,19132,26526,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2686711,965238,681571,1098391,35186,4803,85035,1,1,1
2729,1,2,5,10,5,2020,2490,17238,24632,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2686767,947359,679677,1094888,33292,2498,85091,1,1,1
2730,1,2,5,10,5,2020,2490,16987,24381,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2686835,972009,679426,1095934,33041,3452,85159,1,1,1
2731,1,2,5,10,5,2020,2490,17343,24737,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2686842,926359,679782,1094885,33397,1857,85166,1,1,1
