Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type
2,1,2,4,9,2019,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,780708.5998,206322.533,440370.533,134015.5337,33432.52693,0,382,22000,2,2
2,1,1,6,9,2019,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,764557.5973,189235.5321,439529.533,135792.5321,32591.53336,0,300,35000,2,2
2,2,10,6,12,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1362981.596,452971.533,810134.533,99875.5304,56212.53297,1,700,48000,2,3
2,4,18,7,12,2019,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,771238.5991,195009.533,440260.533,135968.533,33322.52103,1,900,95000,2,2
2,2,8,5,10,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,752117.5998,178367.533,439482.533,134267.5337,32544.54476,1,500,80000,2,2
2,3,13,16,9,2019,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,732157.5991,164394.533,437934.533,129828.533,30996.54518,0,2000,11000,2,1
2,4,18,21,10,2019,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2232460.599,887815.533,806691.533,537953.533,30674.5589,1,450,40000,2,2
2,4,18,14,9,2019,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2199556.599,855610.533,806827.533,537118.533,30810.51613,0,500,56000,2,1
2,3,14,5,10,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1689734.599,342386.533,809600.533,537747.533,32366.53076,1,450,45000,2,2
2,2,8,19,5,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2244468.599,896063.533,810288.533,538116.533,34271.54071,1,1200,105000,2,2
2,2,5,8,8,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1638895.607,738097.533,833357.533,67440.54106,34215.5442,0,1298,74000,2,2
2,3,11,6,9,2019,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1633301.6,730394.533,833421.533,69485.53362,34279.55098,0,3200,10000,2,2
2,4,16,19,9,2019,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1682122.599,333004.533,810557.533,538560.533,33210.53865,0,450,35000,2,2
2,3,12,6,3,2019,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1689823.597,781047.533,837506.533,71269.53112,38364.53505,0,1000,124568,2,2
2,1,3,16,8,2019,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1683066.6,779866.533,835528.533,67671.53393,36386.51574,0,1000,80000,2,2
2,1,2,16,12,2019,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1417529.6,505839.533,811180.533,100509.5337,57258.53181,1,900,85000,2,2
2,2,5,30,12,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1717621.599,370633.533,808392.533,538595.533,31158.52841,1,1800,120000,2,1
2,2,5,2,5,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1686833.599,335519.533,812303.533,539010.533,35069.55098,1,2000,65000,2,2
2,2,6,6,10,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1421914.596,512704.533,810911.533,98298.5295,56989.52958,1,1500,80000,2,2
2,2,6,11,10,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2318770.599,933568.533,807090.533,578111.533,36422.52509,1,800,58800,2,2
2,3,11,21,8,2019,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1752117.599,358949.533,810131.533,583036.533,39463.52705,0,3500,100000,2,2
2,2,8,14,5,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1362322.596,453363.533,810173.533,98785.52978,56251.52617,1,700,68000,2,2
2,2,8,20,5,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1371084.6,461302.533,810983.533,98798.53362,57061.53596,1,960,80000,2,2
2,1,1,12,5,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,763981.5991,184723.533,442008.533,137249.533,35070.53983,1,1000,80000,2,2
2,4,15,24,5,2019,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1860999.599,661810.533,807345.533,391843.533,111703.5327,1,1600,98000,2,2
2,4,17,10,8,2019,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1858332.599,648259.533,807924.533,402148.533,112282.5336,0,730,73000,2,2
2,2,10,3,8,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1692297.644,359637.2148,802227.2148,530433.2148,24993.21446,0,1500,40000,2,2
2,2,5,22,10,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,744982.6417,175017.2151,436123.2148,133842.2119,29185.22745,1,1000,65000,2,2
2,4,15,11,3,2019,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,733658.6443,165444.2148,435968.2148,132246.2148,29030.21477,0,650,70000,2,2
2,2,5,29,5,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,764279.645,200846.2148,434894.2148,128539.2155,27956.20869,1,500,25000,2,2
2,1,1,2,9,2019,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,748128.6426,183759.2139,434053.2148,130316.2139,27115.21446,0,2500,40000,2,2
2,2,8,10,9,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1346552.642,447495.2148,804658.2148,94399.21216,50736.21538,0,8690,300000,2,3
2,2,8,19,8,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,754809.6443,189533.2148,434784.2148,130492.2148,27846.20312,0,500,45000,2,2
2,2,5,11,9,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,735688.645,172891.2148,434006.2148,128791.2155,27068.22684,0,960,115000,2,3
2,1,4,28,10,2019,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,715728.6443,158918.2148,432458.2148,124352.2148,25520.22726,1,800,58800,2,2
2,4,18,24,5,2019,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2216031.644,882339.2148,801215.2148,532477.2148,25198.24066,1,500,50000,2,2
2,1,3,24,9,2019,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2183127.644,850134.2148,801351.2148,531642.2148,25334.19723,0,650,60000,2,2
2,4,15,29,10,2019,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1673305.644,336910.2148,804124.2148,532271.2148,26890.21317,1,2000,40000,2,1
2,1,2,11,9,2019,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2228039.644,890587.2148,804812.2148,532640.2148,28795.22345,0,2500,40000,2,1
2,1,2,18,9,2019,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,731346.6443,163151.2148,435393.2148,132802.2148,28455.2184,0,6020,14000,2,3
2,4,16,1,10,2019,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1622466.653,732621.2148,827881.2148,61964.22314,28739.22596,0,11692,242000,2,3
2,1,1,6,3,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1616872.645,724918.2148,827945.2148,64009.21538,28803.23372,0,800,58800,2,2
2,2,8,21,10,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1665693.644,327528.2148,805081.2148,533084.2148,27734.22074,0,148,18900,2,2
2,1,3,6,11,2019,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1673394.642,775571.2148,832030.2148,65793.21287,32888.21681,1,1500,180000,2,2
2,1,2,19,11,2019,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1666637.645,774390.2148,830052.2148,62195.21569,30910.19847,1,2000,73900,2,2
2,1,3,9,10,2019,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1401100.645,500363.2148,805704.2148,95033.21549,51782.21389,0,750,30000,2,2
2,4,17,5,11,2019,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1701192.644,365157.2148,802916.2148,533119.2148,25682.21049,1,500,15000,2,1
2,1,3,6,3,2019,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1670404.644,330043.2148,806827.2148,533534.2148,29593.23372,0,500,48000,2,1
2,2,6,3,3,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1405485.641,507228.2148,805435.2148,92822.21126,51513.21166,0,650,60000,2,2
2,3,12,2,5,2019,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1735688.644,353473.2148,804655.2148,577560.2148,33987.20913,1,1157,32000,2,3
2,2,6,12,5,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1345893.641,447887.2148,804697.2148,93309.21186,50775.20825,1,1581,36363,2,3
2,2,8,13,5,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1354655.645,455826.2148,805507.2148,93322.21538,51585.21772,1,1300,45000,2,3
2,3,13,1,5,2019,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1844570.644,656334.2148,801869.2148,386367.2148,106227.2148,1,800,35000,2,2
2,2,5,28,11,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1841903.644,642783.2148,802448.2148,396672.2148,106806.2154,1,1297,78000,2,3
2,2,5,12,11,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2267817.008,897477.6693,821208.6693,549130.6693,45191.70062,1,500,75000,2,3
2,2,10,24,11,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1743434.008,376682.6693,819272.6693,547478.6693,42038.66699,1,148,18900,2,1
2,2,9,12,10,2019,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,796119.0054,192062.6696,453168.6693,150887.6664,46230.68404,1,6000,75000,2,2
2,1,1,8,10,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,784795.008,182489.6693,453013.6693,149291.6693,46075.66933,1,1100,112000,2,2
2,1,3,30,10,2019,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,815416.0087,217891.6693,451939.6693,145584.67,45001.66528,1,1800,63000,2,2
2,2,5,22,10,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,799265.0062,200804.6684,451098.6693,147361.6684,44160.66699,1,3500,106050,2,2
2,2,7,21,11,2019,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1397689.005,464540.6693,821703.6693,111444.6667,67781.66994,1,500,56000,2,2
2,2,5,26,5,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,805946.008,206578.6693,451829.6693,147537.6693,44891.65666,1,900,40000,2,3
2,1,3,24,10,2019,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,786825.0087,189936.6693,451051.6693,145836.67,44113.68343,1,3000,60000,2,2
2,2,6,4,5,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,766865.008,175963.6693,449503.6693,141397.6693,42565.68385,1,800,35000,2,2
2,3,14,28,5,2019,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2267168.008,899384.6693,818260.6693,549522.6693,42243.69522,0,3074,128000,2,2
2,3,14,30,10,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2234264.008,867179.6693,818396.6693,548687.6693,42379.64976,1,600,45000,2,1
2,2,6,28,11,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1724442.008,353955.6693,821169.6693,549316.6693,43935.66773,1,650,80000,2,1
2,2,5,14,10,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2279176.008,907632.6693,821857.6693,549685.6693,45840.678,1,550,65000,2,3
2,1,2,30,5,2019,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,782483.008,180196.6693,452438.6693,149847.6693,45500.67499,0,600,100000,2,1
2,4,16,23,5,2019,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1673603.016,749666.6693,844926.6693,79009.6777,45784.68254,1,1000,63000,2,2
2,2,9,13,5,2019,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1668009.009,741963.6693,844990.6693,81054.66994,45848.6903,1,2350,168000,2,1
2,2,9,11,10,2019,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1716830.008,344573.6693,822126.6693,550129.6693,44779.67428,1,410,40000,2,2
2,2,9,10,10,2019,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1724531.005,792616.6693,849075.6693,82838.66642,49933.66933,1,3410,80000,2,1
2,2,6,22,10,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1717774.009,791435.6693,847097.6693,79240.67024,47955.65506,1,768,55000,2,1
2,2,8,14,10,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1452237.009,517408.6693,822749.6693,112078.67,68827.66845,1,250,35000,2,2
2,3,14,17,10,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1752329.008,382202.6693,819961.6693,550164.6693,42727.66404,0,2000,130000,2,1
2,3,14,21,11,2019,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1721541.008,347088.6693,823872.6693,550579.6693,46638.6903,1,600,50000,2,3
2,2,10,9,3,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1456622.004,524273.6693,822480.6693,109867.6658,68558.6652,0,5130,118500,2,1
2,2,5,2,10,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2353478.008,945137.6693,818659.6693,589680.6693,47991.6614,0,897,72000,2,2
2,2,5,9,3,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1786825.008,370518.6693,821700.6693,594605.6693,51032.66267,0,500,25000,2,2
2,1,3,30,10,2019,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1397030.005,464932.6693,821742.6693,110354.6664,67820.66179,0,3000,120000,2,1
2,1,3,18,4,2019,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1405792.009,472871.6693,822552.6693,110367.6699,68630.67024,1,1500,45000,2,2
2,3,11,16,4,2019,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,798689.008,196292.6693,453577.6693,148818.6693,46639.67578,1,2000,75000,2,3
2,4,18,27,4,2019,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1895707.008,673379.6693,818914.6693,403412.6693,123272.6693,1,380,100000,2,1
2,3,11,9,4,2019,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1893040.008,659828.6693,819493.6693,413717.6693,123851.6699,1,350,60000,2,3
2,1,3,31,10,2019,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2298196.15,907604.0501,831335.0501,559257.0501,55318.08075,1,500,45000,2,2
2,2,5,28,5,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1773813.15,386809.0501,829399.0501,557605.0501,52165.04712,1,298,27000,2,3
2,1,1,21,10,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,826498.147,202189.0504,463295.0501,161014.0465,56357.06416,1,400,67000,2,2
2,2,6,6,4,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,815174.1502,192616.0501,463140.0501,159418.0501,56202.05006,1,350,40000,2,2
2,3,11,19,10,2019,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,845795.1509,228018.0501,462066.0501,155711.0508,55128.0454,1,1000,60000,2,2
2,2,5,29,8,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,829644.1484,210931.0492,461225.0501,157488.0492,54287.04712,1,500,30000,2,2
2,1,1,15,4,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1428068.148,474667.0501,831830.0501,121571.0474,77908.05067,1,1558,71000,2,2
2,2,9,14,5,2019,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,836325.1502,216705.0501,461956.0501,157664.0501,55018.0386,1,1000,52998,2,1
2,1,1,2,5,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,817204.1509,200063.0501,461178.0501,155963.0508,54240.06355,1,600,40000,2,2
2,2,10,13,3,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,797244.1502,186090.0501,459630.0501,151524.0501,52692.06398,1,6200,90000,2,2
2,4,18,4,10,2019,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2297547.15,909511.0501,828387.0501,559649.0501,52370.07595,1,2428,125000,2,2
2,2,5,18,10,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2264643.15,877306.0501,828523.0501,558814.0501,52506.02988,1,500,50000,2,3
2,1,2,7,10,2019,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1754821.15,364082.0501,831296.0501,559443.0501,54062.04785,1,649,66700,2,3
2,2,9,14,10,2019,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2309555.15,917759.0501,831984.0501,559812.0501,55967.05813,1,4993,162000,2,2
2,3,14,4,10,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,812862.1502,190323.0501,462565.0501,159974.0501,55627.05693,1,1000,100000,2,3
2,1,4,9,3,2019,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1703982.158,759793.0501,855053.0501,89136.05783,55911.06327,1,3500,50000,2,3
2,1,2,23,5,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1698388.151,752090.0501,855117.0501,91181.05067,55975.07103,1,2344,60000,2,2
2,2,6,29,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1747209.15,354700.0501,832253.0501,560256.0501,54906.05622,1,400,40000,2,3
2,1,2,29,5,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1754910.147,802743.0501,859202.0501,92965.04654,60060.04946,1,2000,125000,2,3
2,2,6,31,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1748153.151,801562.0501,857224.0501,89367.05037,58082.03579,1,950,65000,2,2
2,1,2,9,7,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1482616.151,527535.0501,832876.0501,122205.0508,78954.04918,1,403,80000,2,2
2,3,14,8,5,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1782708.15,392329.0501,830088.0501,560291.0501,52854.04477,1,4000,100000,2,2
2,1,1,10,7,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1751920.15,357215.0501,833999.0501,560706.0501,56765.07103,1,382,22000,2,2
2,2,5,19,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1487001.147,534400.0501,832607.0501,119994.0465,78685.04593,0,300,35000,2,2
2,1,2,8,7,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2383857.15,955264.0501,828786.0501,599807.0501,58118.04213,1,700,48000,2,2
2,4,16,14,5,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1817204.15,380645.0501,831827.0501,604732.0501,61159.0422,0,900,95000,2,3
2,1,3,26,6,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1427409.147,475059.0501,831869.0501,120481.0465,77947.04373,1,500,80000,2,2
