Unknown,Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type,
2938,2939,4,1,3,14,12,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,18145928.09,16783150.7,757058.6991,605718.6968,13542,1,350,40000,4,2,
2939,2940,4,2,8,11,7,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13866899.94,12164201.97,1006103.977,696593.9891,13652,1,4993,162000,4,2,
2940,2941,4,2,8,10,6,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,8312661.875,7140217.974,703786.9563,468656.9452,14553,1,1000,100000,4,2,
2941,2942,4,1,1,22,12,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,13361311.01,11702231.97,750678.055,908400.9843,14758,1,382,22000,4,2,
2942,2943,4,1,1,14,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,23295383.98,21730474.97,753245.0415,811663.9649,15001,1,300,35000,4,2,
2943,2944,4,1,2,14,9,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,29512801.14,28533989.05,525259.0326,453553.0564,13657,0,1500,40000,4,2,
2944,2945,4,2,7,25,1,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,8111872.082,6420878.047,917844.9858,773149.0488,13558,0,500,45000,4,2,
2945,2946,4,2,6,6,1,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13836934.22,12154213.4,996115.404,686605.4158,14553,1,800,58800,4,2,
2946,2947,4,2,8,12,1,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,8282696.155,7130229.4,693798.3831,458668.3714,14550,0,500,50000,4,1,
2947,2948,4,2,5,18,3,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,9721477.221,8146093.4,891001.4157,684382.4051,14763,1,650,60000,4,3,
2948,2949,4,1,2,5,5,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,19938886.23,18735622.4,744224.4593,459039.368,14976,1,750,30000,4,2,
2949,2950,4,1,2,22,5,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,22992278.3,21708661.4,745787.5062,537829.3925,14600,1,500,15000,4,2,
2950,2951,4,2,10,5,6,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29392000.18,27808427.4,633075.3797,950497.3971,14896,1,650,60000,4,2,
2951,2952,4,1,4,29,6,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,11480702.18,9841899.4,734038.3892,904764.3871,14885,1,2000,40000,4,2,
2952,2953,4,2,5,9,7,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29246510.18,27804437.4,666734.4072,775338.3777,15040.13584,1,1157,32000,4,2,
2953,2954,4,2,5,17,9,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,20414322.22,18846335.4,564787.4265,1003199.394,14214.13584,0,1300,45000,4,2,
2954,2955,4,3,14,8,6,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,26157056.23,24704528.4,560409.4108,892118.4214,14366.13584,1,1297,78000,4,2,
2955,2956,4,3,13,1,12,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,23517422.18,21725699.4,904755.39,886967.3894,16066.13584,1,148,18900,4,2,
2956,2957,4,3,14,8,11,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,27928781.19,26729488.4,751988.3911,447304.402,15125.13584,0,6000,75000,4,2,
2957,2958,4,3,11,22,7,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,9134959.408,7534305.473,854866.4713,745787.4636,15682.13584,1,900,40000,4,2,
2958,2959,4,3,12,30,6,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14229737.37,12890939.47,745428.4631,593369.4354,16081.13584,1,800,35000,4,2,
2959,2960,4,3,11,26,4,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14596817.42,13466049.47,746267.4631,384500.4788,14245.13584,0,3074,128000,4,1,
2960,2961,4,1,1,22,12,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8758731.488,7492055.473,825046.4807,441629.5342,14681.13584,1,1000,63000,4,2,
2961,2962,4,1,3,9,2,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5442586.404,4335756.473,743304.4969,363525.4333,14623.13584,0,2350,168000,4,2,
2962,2963,4,2,8,19,1,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4874076.361,3208918.473,1001080.405,664077.4832,15709.13584,1,3410,80000,4,2,
2963,2964,4,1,1,29,9,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4714578.35,3316585.473,731305.4027,666687.4737,14261.13584,0,768,55000,4,2,
2964,2965,4,2,7,30,6,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,7830518.884,6070299.298,733190.2927,1027029.294,15256.13584,1,2000,130000,4,2,
2965,2966,4,4,17,30,6,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13660332.91,12095346.3,937248.3015,627738.3063,15253.13584,1,600,50000,4,3,
2966,2967,4,2,8,14,11,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,9544875.906,8087226.298,832134.3132,625515.2956,15289.13584,0,897,72000,4,2,
2967,2968,4,2,6,27,7,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,10646580.91,9094431.298,734039.3123,818110.3045,15461.13584,1,380,100000,4,2,
2968,2969,4,2,6,22,3,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14518949.89,13071924.3,935598.2971,511427.2918,15704.13584,1,350,60000,4,2,
2969,2970,4,2,7,19,4,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13154743.99,11633376.3,681822.3792,839545.3114,15701.13584,0,500,45000,4,3,
2970,2971,4,2,5,1,6,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,19762284.92,18676755.3,685357.3568,400172.269,15303.13584,1,400,67000,4,2,
2971,2972,4,2,8,8,2,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,22815676.99,21649794.3,686920.4037,478962.29,15515.13584,0,350,40000,4,2,
2972,2973,4,2,7,4,2,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,11304100.87,9783032.298,675171.2867,845897.2846,15275.13584,0,1558,71000,4,2,
2973,2974,4,2,10,27,1,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29069908.88,27745570.3,607867.3047,716471.2752,15284.13584,0,1000,52998,4,2,
2974,2975,4,2,9,4,11,2018,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29090517.9,27789189.3,361400.2989,939928.3011,15124.13584,0,600,40000,4,3,
2975,2976,4,2,6,24,3,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,20237720.91,18787468.3,505920.317,944332.2912,14366.13584,1,6200,90000,4,2,
2976,2977,4,2,6,27,7,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,9207892.92,7796428.298,628313.3158,783151.3063,15124.13584,1,2428,125000,4,2,
2977,2978,4,2,10,22,3,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,17888956.88,16784729.3,508917.2813,595310.305,15338.13584,1,500,50000,4,2,
2978,2979,4,4,17,31,3,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,25980454.92,24645661.3,501542.3083,833251.3189,15130.03584,1,649,66700,4,1,
2979,2980,4,4,16,3,6,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,23340820.87,21666832.3,845888.2875,828100.2869,16539.13584,1,1000,100000,4,2,
2980,2981,4,2,7,8,5,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,27752179.88,26670621.3,693121.2886,388437.2925,15251.13584,1,3500,50000,4,3,
2981,2982,4,1,1,5,6,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,23388871.87,21648455.3,833305.2869,907111.2868,16045.13584,1,2344,60000,4,2,
2982,2983,4,2,5,2,6,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6965486.121,5407993.371,875670.3731,681822.3766,15950.54917,1,400,40000,4,2,
2983,2984,4,1,3,17,12,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8958358.101,7475438.371,795999.3688,686920.3611,16320.26372,0,403,80000,4,2,
2984,2985,4,4,18,2,5,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7342583.072,5820293.371,687288.3409,835001.3606,16297.54978,1,700,48000,4,2,
2985,2986,4,1,1,30,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,9871801.402,8949383.131,790974.1353,131444.1358,16691.12251,1,1800,120000,4,3,
2986,2987,4,1,2,15,11,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,9015498.374,7953278.131,585300.1155,476920.1282,16227.69402,1,2000,65000,4,2,
2987,2988,4,2,7,1,7,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,19798289.39,18640991.13,359443.1326,797855.1242,15742.13584,1,2500,40000,4,2,
2988,2989,4,1,1,13,11,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,25541023.43,24499184.13,355065.1501,686774.1519,15130.03584,1,960,115000,4,2,
2989,2990,4,2,9,5,2,2018,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,22906944.37,21478050.13,625763.1121,803131.1291,15783.93584,0,800,58800,4,3,
2990,2991,4,4,16,30,6,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,22901389.37,21520355.13,699411.1206,681623.1199,16539.13584,1,500,50000,4,2,
2991,2992,4,4,16,19,3,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,27312748.39,26524144.13,546644.1042,241960.1518,15470.13584,1,650,60000,4,1,
2992,2993,4,1,1,7,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6526054.62,5261516.204,729193.2062,535345.2097,15950.54917,0,2500,40000,4,2,
2993,2994,4,2,7,21,12,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13663889.66,12316818.2,809159.2076,537912.245,16275.12069,0,6020,14000,4,2,
2994,2995,4,1,3,3,12,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,13570091.63,12449918.2,581293.218,538880.205,15857.6922,0,11692,242000,4,1,
2995,2996,4,4,17,25,2,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4826553.581,4130412.204,537960.2274,158181.1499,15851.92503,0,1157,32000,4,2,
2996,2997,4,1,3,15,3,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4098545.548,3111241.204,525961.1368,461343.2078,15590.15107,1,1850,60000,4,2,
2997,2998,4,4,16,21,2,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,10892206.22,9087836.072,949656.0746,854714.0712,17257.60315,0,1100,112000,4,2,
2998,2999,4,4,17,22,1,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,10349074.26,9108474.072,950065.0675,290535.1154,17244.01183,0,1800,63000,4,2,
2999,3000,4,4,17,22,12,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,23126658.28,21674233.07,697003.1486,755422.0544,17442.46391,1,3074,128000,4,2,
3000,3001,4,4,17,19,6,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,19800126.25,18689369.07,697971.1395,412786.0415,17099.87259,1,600,45000,4,1,
3001,3002,4,1,2,18,7,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,11341942.16,9795646.072,687785.044,858511.0403,17205.5073,1,1000,63000,4,2,
3002,3003,4,1,2,3,6,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,29128359.29,27801803.07,374014.1305,952542.0845,17485.09862,1,410,40000,4,2,
3003,3004,4,1,1,15,3,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,17926798.21,16797343.07,521531.094,607924.0433,17121.32466,1,250,35000,4,2,
3004,3005,4,1,3,3,6,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7003327.416,5420607.146,888284.1384,694436.1324,15736.77674,1,3000,120000,4,2,
3005,3006,4,4,17,18,2,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12732358.02,11492580.98,541027.0515,698749.9932,19834.65639,0,382,22000,4,3,
3006,3007,4,2,8,31,1,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,22666431.01,21520823.98,543594.056,602012.9709,19640.65639,0,300,35000,4,2,
3007,3008,4,2,6,2,2,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,19339898.98,18535959.98,544562.0469,259376.958,19008.65639,0,700,48000,4,3,
3008,3009,4,2,5,9,10,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,22393291.08,21508998.98,546125.1037,338166.9998,19229.65639,1,900,95000,4,1,
3009,3010,4,4,18,13,7,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,28793012.93,27608764.98,433412.9672,750834.9855,19160.65639,1,2000,11000,4,1,
3010,3011,4,2,5,26,11,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,10881714.89,9642236.98,534375.9514,705101.9569,19693.65639,0,450,40000,4,2,
3011,3012,4,1,2,22,10,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,28647522.9,27604774.98,467071.977,575675.9395,20860.65639,1,500,56000,4,2,
3012,3013,4,1,1,11,12,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,28668132.01,27648393.98,220605.0379,799132.9919,19919.65639,1,450,45000,4,2,
3013,3014,4,4,18,17,11,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,27329793.88,26529825.98,552325.9343,247641.9636,20875.65639,0,1000,80000,4,2,
3014,3015,4,4,16,27,3,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,22966485.88,21507659.98,692509.9687,766315.9325,19039.65639,1,900,85000,4,2,
3015,3016,4,1,2,26,11,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6543100.148,5267198.053,734875.0549,541027.0398,20375.65639,0,1800,120000,4,2,
3016,3017,4,1,1,12,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,13052481.11,12226745.05,359636.9858,466099.0697,19475.65639,0,3500,100000,4,3,
3017,3018,4,2,10,14,3,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,28883848.12,28324338.05,315607.9966,243902.0698,20050.65639,1,1500,40000,4,3,
3018,3019,4,1,1,30,6,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4115591.086,3116923.053,531642.9764,467025.0565,20475.65639,1,8690,300000,4,2,
3019,3020,4,4,17,30,6,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13834559.76,12153421.93,995323.9191,685813.9144,20255.65639,1,800,58800,4,1,
3020,3021,4,1,4,20,11,2018,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,10485459.86,9153935.927,995526.9317,335997.0034,20097.65639,0,2500,40000,4,2,
3021,3022,4,4,17,14,12,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,22516588.93,21705812.93,464334.016,346441.9888,20132.65639,1,500,48000,4,1,
3022,3023,4,4,17,25,6,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,29389625.75,27807635.93,632283.915,949705.9095,19924.55639,1,650,60000,4,2,
3023,3024,4,2,10,25,2,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29264744.9,27847264.93,419476.033,998003.9396,20045.65639,0,1581,36363,4,2,
3024,3025,4,2,6,1,12,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,20411947.77,18845543.93,563995.8819,1002407.964,20839.65639,1,1300,45000,4,2,
3025,3026,4,1,3,26,7,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,18063183.8,16842804.93,566992.9728,653385.8957,21069.64124,1,800,35000,4,2,
3026,3027,4,1,1,30,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,26154681.83,24703736.93,559617.9895,891326.9179,20652.21275,0,1297,78000,4,2,
3027,3028,4,1,2,30,6,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,23515047.78,21724907.93,903963.9692,886175.8859,20955.35578,1,148,18900,4,2,
3028,3029,4,4,18,15,10,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,23563098.74,21706530.93,891380.9401,965186.8684,19736.49881,1,1100,112000,4,2,
3029,3030,4,4,17,17,11,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14227363.02,12890148,744636.9905,592578.032,20231.9279,0,800,35000,4,2,
3030,3031,4,2,6,1,7,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14594443.07,13465258,745475.9905,383709.0797,21134.49942,1,3074,128000,4,3,
3031,3032,4,2,6,1,5,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,7516809.937,5878369.001,745363.97,893076.9667,21357.07093,1,600,45000,4,2,
3032,3033,4,2,8,20,11,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,26169509.97,25368782,357936.9877,442790.9858,20042.21396,0,550,65000,4,2,
3033,3034,4,2,8,24,3,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,8079531.939,6410098.001,907064.9298,762369.0083,21022.21457,1,250,35000,4,2,
3034,3035,4,4,17,31,3,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13561832.49,12062512.84,904414.8273,594904.8226,21324.3576,1,600,50000,4,2,
3035,3036,4,4,17,21,5,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,9446375.486,8054392.836,799300.839,592681.8119,21603.50063,1,897,72000,4,2,
3036,3037,4,2,7,5,5,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,10212732.59,9063026.836,904617.8399,245087.9115,21244.64366,1,3000,120000,4,2,
3037,3038,4,2,7,10,6,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,9356429.48,8066921.836,698943.8211,590563.8233,21476.21518,1,1500,45000,4,2,
3038,3039,4,4,15,4,12,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,10712612.47,9056714.836,900618.8379,755278.7984,21579.78669,0,2000,75000,4,2,
3039,3040,4,4,17,13,1,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,10548080.53,9061597.836,701205.8645,785276.8303,21588.35821,1,380,100000,4,2,
3040,3041,4,2,10,30,6,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,22717176.6,21616960.84,654086.965,446128.8019,19775.65639,1,350,40000,4,2,
3041,3042,4,4,17,26,2,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,28971408.45,27712736.84,575033.8328,683637.7835,21333.65639,0,1000,52998,4,2,
3042,3043,4,4,18,15,2,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13911022.74,12563561.91,694936.9227,652523.9059,19910.21336,0,950,65000,4,1,
3043,3044,4,4,16,17,2,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4598974.661,3117217.909,909379.8285,572376.9241,22052.12369,0,1200,105000,4,1,
