Unknown,Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type,
5232,5233,2,1,1,11,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1775973.949,285565.51,417929.4021,1072479.037,23338.99922,0,410,40000,2,2,
5233,5234,2,1,1,6,4,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1912590.284,356002.2848,447372.3734,1109215.625,32491.06018,0,3410,80000,2,2,
5275,5276,2,1,1,16,7,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1604913.945,90920.42885,435618.4517,1078375.064,28703.28975,0,500,56000,2,3,
5319,5320,2,1,1,29,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2308516.089,767767.9736,442929.5905,1097818.525,31729.23857,0,1157,32000,2,3,
5323,5324,2,1,1,3,9,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1603496.326,55300.2056,451202.8345,1096993.286,34500.48214,0,800,35000,2,3,
5324,5325,2,1,1,27,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1590110.007,90830.5067,433554.2302,1065725.27,28694.32771,0,1297,78000,2,3,
5325,5326,2,1,1,15,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1745405.288,209961.7742,420420.1413,1115023.373,24637.25901,0,500,75000,2,1,
5330,5331,2,1,1,9,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2775471.53,344374.8743,543522.7023,1887573.953,23734.10961,0,3500,106050,2,2,
5345,5346,2,1,1,3,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3596383.285,1153873.854,578345.3636,1864164.068,30588.74803,0,250,35000,2,3,
5352,5353,2,1,1,15,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2862794.791,88847.95216,657201.222,2116745.616,48035.95753,0,1500,45000,2,1,
5386,5387,2,1,1,6,4,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2516967.743,38299.7225,603988.7386,1874679.282,38252.90401,0,450,45000,2,2,
5390,5391,2,1,1,19,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3194985.693,456545.3016,643596.5359,2094843.856,47604.92123,0,3200,10000,2,2,
5398,5399,2,1,1,10,9,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3194450.853,615553.386,589569.9055,1989327.562,35017.85529,0,800,58800,2,3,
5408,5409,2,1,1,16,9,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3752873.327,1212501.547,607664.3852,1932707.395,39092.47979,0,500,25000,2,3,
5412,5413,2,1,1,13,8,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4535151.49,1950735.173,621738.7898,1962677.527,42361.6913,0,960,115000,2,2,
5419,5420,2,1,1,23,5,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4304948.732,1872293.555,573944.0903,1858711.087,31620.02237,0,11692,242000,2,2,
5420,5421,2,1,1,13,8,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2686912.08,102908.7351,635953.7271,1948049.617,45749.07216,0,800,58800,2,2,
5422,5423,2,1,1,20,8,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2460389.467,96644.4431,562842.6832,1800902.341,29276.76178,0,1500,180000,2,1,
5423,5424,2,1,1,6,7,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2698131.646,240787.0012,542119.9372,1915224.707,25066.74047,0,2000,73900,2,3,
5429,5430,2,1,1,22,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,18890330.85,1215592.805,1922583.995,15752154.05,37605.86893,0,1157,32000,2,2,
5433,5434,2,1,1,11,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,18140584.02,365793.6601,2019825.416,15754964.94,42447.90184,0,800,35000,2,2,
5435,5436,2,1,1,28,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,17914779.02,44119.965,2051451.958,15819207.1,44058.92485,0,500,75000,2,2,
5463,5464,2,1,1,15,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,21482347.79,1100723.265,2113774.153,18267850.37,47284.20087,0,2000,75000,2,2,
5464,5465,2,1,1,11,8,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,19986509.98,150689.7421,2182025.458,17653794.78,50891.75959,0,380,100000,2,3,
5475,5476,2,1,1,9,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,18384054.01,273150.2362,1756688.883,16354214.89,29751.77562,0,6200,90000,2,2,
5476,5477,2,1,1,27,8,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,194307843.6,175323844.8,2116228.013,16867770.8,49468.46183,0,2428,125000,2,3,
5487,5488,2,1,1,15,4,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,20215432.88,150208.4591,1876333.813,18188890.61,34769.0606,0,4000,100000,2,3,
5488,5489,2,1,1,16,4,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,24470634.93,1289492.147,2305933.09,20875209.7,56608.37955,0,382,22000,2,2,
5493,5494,2,1,1,18,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,19966236.28,3197673.36,1806783.851,14961779.07,31530.9746,0,2000,11000,2,2,
5497,5498,2,1,1,10,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,25955471.29,5698690.589,2265461.603,17991319.1,54424.80412,0,1200,105000,2,3,
5500,5501,2,1,1,1,4,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,22170490.34,969988.7998,2222070.959,18978430.59,52111.5529,0,3200,10000,2,1,
5507,5508,2,1,1,31,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,21709307.26,89551.28696,2209836.022,19409919.95,51464.53308,0,1500,80000,2,2,
5508,5509,2,1,1,9,8,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,19463979.18,260167.0319,2244689.494,16959122.65,53313.75963,0,800,58800,2,2,
5513,5514,2,1,1,30,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,21124280.12,150771.3871,2199144.607,18774364.13,50901.0719,0,1600,98000,2,3,
5515,5516,2,1,1,4,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,25307936.66,6666740.054,1915302.902,16725893.7,36621.93978,0,1500,40000,2,1,
5518,5519,2,1,1,4,8,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,20448954.5,145004.0934,2258731.631,18045218.78,54064.09455,0,500,25000,2,1,
5522,5523,2,1,1,27,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,20756374.32,1156540.506,1881455.014,17718378.8,35011.0045,0,960,115000,2,2,
5525,5526,2,1,1,24,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,305867888.2,285844781.6,2132330.297,17890776.26,49477.26053,0,650,60000,2,2,
5534,5535,2,1,1,8,4,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,19964394.12,2347590.846,1917498.62,15699304.65,36859.99176,0,750,30000,2,2,
5547,5548,2,1,1,13,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,25405984.58,4318060.22,2147084.086,18940840.28,48362.72925,0,6000,75000,2,3,
5548,5549,2,1,1,21,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,21013370.75,119833.22,2311179.35,18582358.18,57111.40371,0,1100,112000,2,3,
5552,5553,2,1,1,18,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,17707437.49,1448706.702,1688508.455,14570222.33,26329.92327,0,900,40000,2,2,
5556,5557,2,1,1,20,12,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,21420403.55,89545.21614,2206139.243,19124719.09,51462.52806,0,600,45000,2,2,
5567,5568,2,1,1,27,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,20198570.32,144988.1763,2254869.45,17798712.7,54061.88185,0,600,50000,2,2,
5612,5613,2,1,1,16,4,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,19697590.01,1040059.022,2290620.583,16366910.41,57077.97536,0,1000,124568,2,2,
5613,5614,2,1,1,16,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,23849483.32,6466885.495,1898708.17,15483889.65,36615.85832,0,1000,80000,2,2,
5643,5644,2,1,1,5,7,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,20034379.12,2109437.104,1960641.174,15964300.84,39880.71774,0,2000,73900,2,3,
5644,5645,2,1,1,17,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,23148071.48,5496368.194,2236430.471,15415272.81,54409.20578,0,750,30000,2,3,
5672,5673,2,1,1,5,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,41881540.65,24427508.38,2106715.762,15347316.51,49464.3714,0,410,40000,2,3,
5686,5687,2,1,1,3,9,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4610065.941,3321191.317,894418.3025,394456.3224,157298.2802,0,500,45000,2,2,
5688,5689,2,1,1,9,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,16880561.92,8618058.317,324813.2854,7937690.317,233053.2966,0,400,67000,2,2,
5700,5701,2,1,1,15,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8302192.389,7287446.317,894487.3165,120258.7564,263277.3142,0,1000,100000,2,2,
5701,5702,2,1,1,26,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4563135.95,3274967.317,894047.3165,394121.3165,156927.3675,0,3500,50000,2,2,
5709,5710,2,1,1,8,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2874867.933,1323270.317,1279560.317,272037.2995,128355.2227,0,300,35000,2,2,
5813,5814,2,1,1,24,9,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,9176624.142,7578923.573,1185964.573,411735.9955,554754.5709,0,400,40000,2,2,
5916,5917,2,1,1,28,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12578227.98,4688450.994,5396428.994,2493347.994,631873.0321,0,2428,125000,2,1,
5940,5941,2,1,1,19,11,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2597319.748,2276260.317,147897.0809,173162.3505,135165.2919,0,3200,10000,2,2,
5994,5995,2,1,1,16,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4869095.967,2366748.994,1385245.979,1117100.994,638423.0705,0,800,35000,2,2,
5995,5996,2,1,1,25,3,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6076611.952,3810039.994,1383266.979,883304.9786,646146.9274,0,3074,128000,2,2,
6096,6097,2,1,1,15,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2241863.409,1564968.448,315005.4573,361889.5037,267132.2963,0,148,18900,2,2,
6099,6100,2,1,1,15,7,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4975878.324,3410426.448,1032456.448,532995.4275,295336.5085,0,1800,63000,2,3,
6136,6137,2,1,1,9,3,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,15727941.36,7194229.448,461772.4622,8071939.448,370012.458,0,2428,125000,2,3,
6156,6157,2,1,1,2,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,18777720.96,9250444.664,957199.6361,8570076.664,865439.6502,0,450,45000,2,2,
6322,6323,2,1,1,3,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4977373.088,3441629.029,1018761.029,516983.0294,281641.1982,0,900,40000,2,1,
6377,6378,2,1,1,28,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5480162.706,3605225.573,1186665.573,688271.5592,449545.7748,0,1200,105000,2,2,
6381,6382,2,1,1,4,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,16984014.72,4489788.573,10198889.57,2295336.573,434333.2919,0,450,35000,2,2,
6444,6445,2,1,1,6,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,16710243.94,8482301.312,4511984.312,3715958.312,625011.291,0,768,55000,2,2,
6481,6482,2,1,1,17,7,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3285220.306,2505560.494,377197.2276,402462.5843,364465.4586,0,900,95000,2,2,
6546,6547,2,1,1,31,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6511463.993,3952992.664,1530124.664,1028346.664,93004.83304,0,600,45000,2,2,
6549,6550,2,1,1,4,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,18017464.99,4839862.664,10540203.66,2637398.664,775647.465,0,600,100000,2,3,
6622,6623,2,1,1,21,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4481204.43,3281861.481,849093.4672,350249.4813,111973.4594,0,960,115000,2,2,
6631,6632,2,1,1,21,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2208104.796,1554402.947,304477.9884,349223.8611,256604.7913,0,148,18900,2,2,
6632,6633,2,1,1,6,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2213217.868,1555419.947,305456.9344,352340.9865,257583.7946,0,1500,180000,2,2,
6728,6729,2,1,1,22,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,17513577.1,8859176.362,522118.375,8132282.362,430358.3641,0,500,25000,2,2,
6730,6731,2,1,1,28,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7608552.071,5694709.362,1093730.362,820112.3477,356759.352,0,8690,300000,2,2,
6788,6789,2,1,1,23,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3459769.065,1518237.362,1474527.362,467004.3418,323322.276,0,400,67000,2,2,
6789,6790,2,1,1,9,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5214401.071,3526260.362,1093492.348,594648.3611,356372.3912,0,350,40000,2,2,
6853,6854,2,1,1,25,3,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4288232.136,1794391.721,1750681.721,743158.6948,599476.6026,0,2000,73900,2,2,
6882,6883,2,1,1,3,11,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,13596061.48,4705817.494,6396647.494,2493596.494,632091.8563,1,410,40000,2,3,
6938,6939,2,1,1,7,9,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3985163.954,1693368.993,1649658.993,642135.9674,498453.8753,1,800,58800,2,2,
6939,6940,2,1,1,17,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5739795.966,3701391.993,1268623.979,769779.9934,531504.0042,1,3500,100000,2,2,
6959,6960,2,1,1,24,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,16448452.72,7434399.903,701942.9163,8312109.903,610182.9192,1,11692,242000,2,3,
6990,6991,2,1,1,23,8,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4027153.762,2762716.312,620619.1962,643818.2532,607887.4441,1,1000,63000,2,2,
7190,7191,2,1,1,30,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12593456.48,4698526.494,5398867.494,2496062.494,634311.3157,1,1581,36363,2,3,
7224,7225,2,1,1,21,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5043660.346,3468890.448,1035925.448,538844.4497,298805.5084,1,380,100000,2,3,
7421,7422,2,1,1,11,4,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3060622.129,2420335.282,306436.5795,333850.2673,293704.4529,1,500,56000,2,2,
7422,7423,2,1,1,6,5,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2310039.81,1588381.282,338456.3232,383202.2044,290583.1346,1,900,40000,2,3,
7481,7482,2,1,1,10,3,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,18143938.51,9066228.499,733771.5126,8343938.499,642011.5154,1,450,35000,2,1,
7484,7485,2,1,1,5,3,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3501938.071,1561345.362,1474129.362,466463.3478,322924.5453,1,900,85000,2,2,
7490,7491,2,1,1,9,3,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5979685.141,3745028.721,1367058.721,867597.6998,629938.7809,1,700,68000,2,2,
7595,7596,2,1,1,18,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,17006002.95,7994332.993,698617.9661,8313051.993,606858.0949,1,1800,120000,2,2,
7636,7637,2,1,1,8,9,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3799133.204,1996779.401,1035967.401,766386.4013,289144.5141,1,148,18900,2,2,
7641,7642,2,1,1,7,9,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3815848.19,2015666.401,1034163.387,766018.4013,287340.5247,1,500,56000,2,2,
7683,7684,2,1,1,22,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,11489193.89,4325439.63,5033417.63,2130336.63,268861.6681,1,400,40000,2,2,
7842,7843,2,1,1,30,6,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2771680.52,1327468.481,1227057.481,217154.5579,75853.42996,1,1500,180000,2,1,
7869,7870,2,1,1,5,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8253516.322,5910033.448,1306767.448,1036715.427,569796.4091,1,600,100000,2,3,
7925,7926,2,1,1,9,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5251036.502,3504267.494,1123347.494,623421.5144,386227.5945,1,1800,120000,2,2,
7942,7943,2,1,1,5,5,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,15209717.07,7490521.356,4255809.356,3463386.356,368836.3794,1,960,115000,2,3,
8085,8086,2,1,1,20,6,2019,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1633092.307,339902.1024,782492.1024,510698.1024,5258.110514,1,3074,128000,2,2,
8129,8130,2,1,1,18,3,2019,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1810468.65,399027.5501,841617.5501,569823.5501,64383.54659,1,300,35000,2,1,
8130,8131,2,1,1,3,4,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,863153.6468,214407.5501,475513.5501,173232.5466,68575.56421,1,700,48000,2,2,
8143,8144,2,1,1,23,10,2019,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1740637.657,772011.5501,867271.5501,101354.5572,68129.56421,1,1000,80000,2,2,
8154,8155,2,1,1,16,3,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1464064.647,487277.5501,844087.5501,132699.5466,90165.54307,1,730,73000,2,2,
8155,8156,2,1,1,23,12,2019,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1472826.65,495216.5501,844897.5501,132712.5501,90975.55012,1,1500,40000,2,1,
8161,8162,2,1,1,29,10,2019,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1787283.65,364902.5501,846168.5501,576212.5501,68821.53602,1,500,45000,2,2,
8162,8163,2,1,1,22,3,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2353048.65,941893.5501,842374.5501,568780.5501,66357.55716,1,960,115000,2,2,
